-0.1480633,-0.8470724,-0.01408958,0.1225412,-0.8489037,-0.07743454,-0.0003683604,-0.001199853,0.0001144421,-0.0001466289,0.0002414012,0.0001716631,-0.002331757,-0.0006187024,0.02855329,-0.0005872,0.0184,358.4076,276.7985,274.7505,0.0007589,0.03335,358.067,275.2372,274.3204,0.034586,0.14052,357.992,285.0815,253.8678,100
-0.1480095,-0.8470744,-0.01497459,0.1225462,-0.848863,-0.07817078,0.0006401603,0.0005096248,-0.002460504,-0.0008225523,0.001791734,0.002002736,-0.0009727575,0.0005704222,0.02409005,-0.0009584,0.01822,358.377,276.7048,274.6035,0.0005336,0.03263,358.0595,275.183,274.145,0.0434249,0.16951,357.4109,285.7898,252.1289,101
-0.1481164,-0.8470905,-0.01578712,0.1224835,-0.8487913,-0.07913971,-0.001060377,0.002304935,0.005722103,0.0002646473,0.004940678,0.001029979,0.002145789,0.002789525,0.03009826,-0.0013752,0.01793,358.3514,276.6789,274.4922,-3.23999999999e-05,0.0318,358.048,275.1488,273.9155,0.054163,0.20455,357.231,286.5413,250.5442,102
-0.1482147,-0.847048,-0.01677132,0.1223847,-0.8487881,-0.08019638,0.001786369,0.001900811,0.004520461,0.001770276,0.0007206274,0.002346062,0.00473504,0.0006258551,0.03404651,-0.0018261,0.01765,358.3156,276.662,274.4523,-0.0009432,0.03111,358.0599,275.054,273.7032,0.0680327,0.24415,357.5965,287.3269,249.4124,103
-0.1481518,-0.8469474,-0.01778412,0.1223691,-0.8487613,-0.08128357,0.001972337,0.006485646,0.004234356,-0.0003826657,0.004273696,0.002002736,8.583155E-05,0.003467237,0.03461872,-0.0019579,0.01739,358.2979,276.674,274.4462,-0.0019636,0.03045,358.1698,274.7778,273.4772,0.0854859,0.28707,358.0657,287.7894,249.0351,104
-0.1481451,-0.8467648,-0.01899529,0.1224029,-0.8487324,-0.08260536,-0.0005418116,0.005139164,0.00280383,0.0002717999,0.0005275064,-0.0005149893,-0.0007438734,-0.0003397499,0.03913919,-0.0019261,0.01705,358.2858,276.689,274.4771,-0.0027189,0.02957,358.5992,274.4107,273.0764,0.1074297,0.33088,359.0377,287.7334,249.3496,105
-0.1481987,-0.8465279,-0.02015495,0.122331,-0.8486536,-0.08381081,-0.0001770276,0.005718527,0.003089936,-0.0007259918,0.0009745457,0.001716631,0.001430526,-0.001389398,0.03788032,-0.0018272,0.01694,358.2815,276.6661,274.5307,-0.0038294,0.02975,358.9355,274.2169,272.7967,0.131694,0.37377,0.4743723,287.7201,250.1118,106
-0.1483353,-0.8463154,-0.02127457,0.122179,-0.8484828,-0.08497238,0.0004059117,0.004264755,0.00223162,-5.364472E-05,0.003011257,0.0009727575,0.004506156,-0.002110026,0.03582036,-0.0016427,0.01691,358.2878,276.636,274.5632,-0.0053699,0.03079,358.7665,274.4853,272.5602,0.1552408,0.42068,1.316051,289.037,250.9798,107
-0.1485773,-0.8460916,-0.02258682,0.121992,-0.8482734,-0.08626556,-0.0003290209,0.001029979,0.001430526,0.00131966,0.0006008208,0.002002736,0.006930897,-0.005682764,0.0407986,-0.001395,0.01674,358.3026,276.5813,274.5951,-0.0070587,0.03133,358.0372,275.3942,272.1086,0.1805317,0.4752,1.426661,291.0863,252.1511,108
-0.1487418,-0.8459499,-0.02373886,0.1217847,-0.848069,-0.08744049,0.001153361,0.0003683604,0.002460504,-0.0001323236,0.002247714,0.001773852,0.006086887,-0.003883878,0.03702201,-0.0012029,0.01673,358.3041,276.5062,274.6416,-0.0086186,0.03158,356.9867,276.5474,271.4205,0.2076088,0.53165,0.830505,293.6687,252.6873,109
