-0.1470795,0.08349442,-0.07152557,0.1094656,0.08674878,-0.08120728,-0.0003701485,-0.001786369,-0.0004005472,-0.004777956,0.002262019,0.002117178,-0.1008342,-0.005139164,0.01848239,0.8424267,18.82156,358.0786,266.9682,272.3003,0.8974988,19.23775,7.340845,265.9888,271.2379,0.8760937,19.84936,353.8283,270.8354,270.6579,100
-0.1470957,0.08339697,-0.07155228,0.1093904,0.08679819,-0.08117676,-0.0004845906,-0.002923637,-0.0008010945,-0.002256654,0.001482382,0.0009155365,-0.1097929,-0.007358267,0.02008458,0.8417168,18.83026,358.283,266.4821,271.8185,0.8984838,19.26645,7.173106,266.7044,271.7155,0.8747638,19.87665,353.0976,270.464,270.9929,101
-0.1471171,0.08322704,-0.07159996,0.1094431,0.08690089,-0.08113289,-0.0006437366,-0.005098036,-0.001430526,0.001580731,0.003080995,0.001316084,-0.1165914,-0.01042138,0.02283119,0.8411568,18.83973,358.4664,266.0311,271.2544,0.8994157,19.29554,6.923382,267.3152,272.0457,0.8743837,19.90499,352.7776,269.8267,271.3914,102
-0.1471424,0.08297938,-0.07166672,0.1095489,0.08712357,-0.08097076,-0.0007581786,-0.007429793,-0.002002736,0.003175767,0.006680556,0.004863788,-0.1244379,-0.01444295,0.02534892,0.8408087,18.85032,358.5622,265.6927,270.7229,0.9002608,19.32482,6.437843,267.836,272.2492,0.8748007,19.93316,352.455,269.1487,271.7029,103
-0.1471689,0.08266848,-0.07175255,0.1098226,0.08751029,-0.08073044,-0.0007939418,-0.009327028,-0.002574946,0.008211218,0.01160156,0.00720985,-0.1359894,-0.02153835,0.02780942,0.8407588,18.86246,358.4905,265.481,270.2856,0.9010286,19.35382,5.894112,268.2761,272.3198,0.8757228,19.9621,352.5277,268.5241,271.9489,104
-0.1472,0.08231318,-0.07185173,0.110158,0.08811456,-0.08030891,-0.0009334181,-0.01065921,-0.002975494,0.01006017,0.01812834,0.01264585,-0.149701,-0.0314054,0.02969772,0.8411528,18.87618,358.3836,265.4225,269.934,0.9018016,19.38247,5.493418,268.6234,272.2194,0.8770287,19.99107,352.8907,268.0645,272.0969,105
-0.1472556,0.08189273,-0.07197189,0.1103517,0.08912665,-0.07955742,-0.001668351,-0.01261366,-0.003604925,0.005811511,0.03036291,0.02254509,-0.1611559,-0.04336102,0.02998382,0.8421237,18.89168,358.3094,265.4971,269.66,0.9024597,19.41069,5.169003,268.8581,271.9123,0.8785437,20.01972,353.4265,267.7421,272.1122,106
-0.1473292,0.08138144,-0.07210922,0.1101404,0.0909242,-0.07834244,-0.002206586,-0.01533881,-0.004119914,-0.006337229,0.05392725,0.0364498,-0.1674716,-0.05654153,0.02981216,0.8436459,18.90919,358.2382,265.5972,269.446,0.903173,19.43896,4.935978,268.9562,271.4556,0.8803427,20.04807,354.1743,267.4503,271.9864,107
-0.1474232,0.0807963,-0.072258,0.1094121,0.09422511,-0.0758419,-0.002821712,-0.01755434,-0.004463241,-0.02185128,0.09902815,0.07501677,-0.1693242,-0.06580955,0.03038437,0.8457168,18.92893,358.1059,265.5345,269.2791,0.9038057,19.46705,4.5683,268.9802,270.9345,0.8821018,20.07684,354.4114,267.0279,271.803,108
-0.1475301,0.07999939,-0.07242584,0.1088721,0.09868145,-0.07214928,-0.003206166,-0.02390766,-0.005035451,-0.0162007,0.1336916,0.1107799,-0.1648466,-0.09758153,0.02569224,0.8485277,18.95015,358.2808,265.3008,269.1018,0.9042348,19.49583,4.37053,269.0405,270.4404,0.8837488,20.10585,354.6805,266.5417,271.5713,109
