0.06371975,-0.8259329,-0.1343136,-0.1290978,-0.6512058,0.2788296,-0.001657622,-0.1535026,-0.0005722103,0.001929422,0.4058938,-1.80601,0.8825653,-8.391304,0.0133309,-0.61344,-12.61715,0.0276301,-1.18405,-1.88,-0.1185439,-1.84257,-10.33874,900
0.06176412,-0.8290222,-0.1003666,-0.1320215,-0.6478646,0.2458916,-0.0004041235,-0.09268197,0.0008010945,-0.02944737,0.1002352,-2.005769,0.8775359,-7.987473,0.0116737,-0.60757,-12.60251,0.0242939,-1.18394,-1.02802,-0.1240489,-1.83631,-10.3017,901
0.06129968,-0.8293098,-0.06783485,-0.1340277,-0.6540214,0.2068233,-0.00250342,-0.008627859,-0.0002861051,-0.04875411,-0.1847041,-2.148306,0.875637,-7.2799,0.0126045,-0.60148,-11.63759,0.0209358,-1.18474,0.09313,-0.1259191,-1.83015,-9.45479,902
0.06002748,-0.827284,-0.03653526,-0.1360779,-0.6702071,0.161375,-0.009226891,0.0607741,-0.004921009,-0.03256771,-0.4855777,-2.307381,0.8733895,-6.509651,0.0123601,-0.59576,-10.63221,0.0163622,-1.18632,1.422,-0.1276286,-1.82435,-8.40822,903
0.059798,-0.824943,-0.005062103,-0.1364525,-0.6934528,0.1092014,-0.002764491,0.07023166,-0.003490483,-0.007118654,-0.697376,-2.512919,0.8704593,-6.043236,0.0127177,-0.5896,-10.23027,0.0127196,-1.18751,2.52113,-0.1275203,-1.81829,-7.30854,904
0.05984402,-0.8228264,0.02703094,-0.1338031,-0.7195203,0.05121231,-0.00111581,0.06349746,0.001373305,0.07698553,-0.7820345,-2.701119,0.8673764,-5.844337,0.0132594,-0.58331,-10.15263,0.0084817,-1.18884,3.10806,-0.1255419,-1.81182,-6.02498,905
0.05992407,-0.8216158,0.0590229,-0.1277544,-0.7460244,-0.01134109,-0.001146209,0.03632105,0.00165941,0.1779145,-0.7951291,-2.83473,0.8653695,-5.452896,0.0144766,-0.57785,-9.71195,0.0035403,-1.19148,3.45573,-0.1234946,-1.80525,-4.49149,906
0.05960327,-0.8206217,0.0904274,-0.118521,-0.7699782,-0.07870483,-0.002206586,0.02982289,-0.0005149893,0.2844225,-0.7186211,-2.963592,0.8642291,-4.907097,0.0155392,-0.57384,-9.0814,-0.002343,-1.19497,3.70712,-0.1219471,-1.79945,-2.63772,907
0.05883336,-0.8198944,0.1206913,-0.1072869,-0.7896786,-0.149519,-0.003985803,0.02181909,-0.00165941,0.3561383,-0.5910199,-3.034031,0.8656296,-4.234467,0.016068,-0.57134,-8.14305,-0.009262,-1.19974,3.87871,-0.121195,-1.79565,-0.37383,908
0.05793935,-0.8182051,0.1501522,-0.09352577,-0.8013166,-0.222868,-0.006521409,0.05067995,-0.00389103,0.4331382,-0.3491431,-3.088219,0.8670329,-3.561157,0.0166197,-0.56996,-6.97278,-0.0167315,-1.20469,3.97606,-0.1210957,-1.79369,2.11593,909
0.05639565,-0.8153856,0.1787586,-0.08153003,-0.801881,-0.290617,-0.004633116,0.08458342,-0.008697596,0.401554,-0.01693027,-2.89939,0.8705865,-3.114082,0.0159483,-0.56856,-5.9665,-0.0249791,-1.21034,3.78655,-0.1214218,-1.79165,4.20168,910
0.05498081,-0.8084122,0.2093849,-0.07241613,-0.7940532,-0.3392124,0.0008493747,0.2092054,-0.002918273,0.3167148,0.2348351,-2.379594,0.8735995,-2.424927,0.0146229,-0.56677,-4.5631,-0.0357459,-1.21597,3.22311,-0.1207581,-1.78583,6.47041,911
0.05273396,-0.797431,0.2404118,-0.06073493,-0.7905851,-0.3526592,0.01250995,0.3294394,-0.02174399,0.4303558,0.1040439,-1.355967,0.8750963,-1.711525,0.012333,-0.56565,-3.22637,-0.0476746,-1.21695,2.55785,-0.1174247,-1.77753,8.36924,912
0.05102855,-0.7858059,0.2705212,-0.0489645,-0.7965498,-0.334795,0.02765206,0.348755,-0.05996764,0.4319312,-0.1789427,-0.4273266,0.875967,-0.9698944,0.0107879,-0.56277,-1.63761,-0.0623632,-1.2168,2.19669,-0.116993,-1.76913,9.42905,913
0.05311346,-0.7796764,0.2958279,-0.04081631,-0.7975609,-0.3181305,0.07817645,0.1838887,-0.1408782,0.2600767,-0.0303343,-0.4001467,0.8787154,-0.3077469,0.0122802,-0.56137,0.32706,-0.077312,-1.22011,1.9023,-0.1166627,-1.76107,11.00353,914
0.05903125,-0.7691283,0.3168411,-0.03457254,-0.8022436,-0.2881241,0.07301404,0.3164448,-0.3360591,0.08279347,-0.1404812,-0.06626195,0.87988,1.109901,0.0205002,-0.55799,2.73491,-0.0854781,-1.21978,2.69865,-0.1126289,-1.74707,13.68384,915
0.06216884,-0.7553754,0.3263474,-0.03556436,-0.8097306,-0.2563076,0.07300688,0.4125923,-0.620791,-0.05087665,-0.224614,0.04852343,0.8842474,2.338455,0.0226011,-0.55767,3.88356,-0.0941477,-1.22145,3.10873,-0.1119559,-1.73278,15.80356,916
0.06694925,-0.7380394,0.3265781,-0.03852248,-0.8181558,-0.2268333,0.2162991,0.5200837,-0.8707896,-0.01585917,-0.252756,0.006523198,0.8899615,3.199677,0.0189357,-0.55874,4.37643,-0.1040289,-1.22349,2.6259,-0.1175689,-1.71834,16.45704,917
0.07312918,-0.7153986,0.320158,-0.0400815,-0.8264149,-0.1993923,0.2608671,0.6792315,-1.027919,0.02869635,-0.2477778,-0.01207364,0.8973545,4.467209,0.0150425,-0.56268,5.83433,-0.115319,-1.22494,1.98645,-0.1250401,-1.70356,17.17985,918
0.07936597,-0.6908074,0.3101463,-0.03943825,-0.8316631,-0.1727104,0.1979633,0.7377436,-1.113407,0.03015548,-0.1574472,-0.01258863,0.9049699,6.18644,0.0133853,-0.56663,8.28707,-0.1254899,-1.22792,1.93256,-0.1319396,-1.6878,18.24135,919
