[6/28/2022 9:43:57 PM]
Idx 0 : [ 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , ]
Idx 1 : [ -0.1493194 , -0.846534 , -0.02321243 , 0.1213098 , -0.8478579 , -0.08639908 , 0.0003916064 , 0.0005936682 , 0.0009727575 , 0.002092144 , 0.0002878933 , 0.0008010945 , -6.437366E-05 , 0.000579363 , -0.002288841 , 0.938998 , 18.74709 , 358.3712 , 275.305 , 276.4296 , ]
Idx 2 : [ -0.1492965 , -0.8465242 , -0.02304649 , 0.1213437 , -0.8478786 , -0.08620644 , 0.000717051 , -0.0003844538 , -0.0001716631 , 0.00104786 , -0.00129999 , 0.0006294313 , 2.861052E-05 , -0.0006777116 , -0.005149893 , 0.9389989 , 18.74692 , 358.3614 , 275.3127 , 276.4334 , ]
Idx 3 : [ -0.1492222 , -0.8465174 , -0.022995 , 0.1214093 , -0.8478863 , -0.0861187 , 0.00172736 , -0.001078259 , -0.001029979 , 0.001466289 , -0.001512781 , 5.722103E-05 , -0.000500684 , -0.001283897 , -0.002574946 , 0.9389822 , 18.74684 , 358.3518 , 275.3183 , 276.4619 , ]
Idx 4 : [ -0.1492078 , -0.8465186 , -0.02280235 , 0.1214149 , -0.8478957 , -0.08596992 , -0.0004327341 , -5.185656E-05 , 0.001373305 , -0.0006973813 , -0.0003004104 , 5.722103E-05 , -0.0008654681 , -1.609342E-05 , -0.00440602 , 0.9389534 , 18.74669 , 358.3434 , 275.3093 , 276.4675 , ]
Idx 5 : [ -0.1493104 , -0.8464924 , -0.02277756 , 0.1213499 , -0.8478775 , -0.08589745 , -0.002083203 , 0.0004577682 , -0.002346062 , -0.000954876 , 0.0002199433 , -0.0009155365 , 0.0009942154 , -0.0003272328 , -0.003089936 , 0.9389865 , 18.74659 , 358.3393 , 275.2975 , 276.4899 , ]
Idx 6 : [ -0.1492733 , -0.8464853 , -0.0225811 , 0.121315 , -0.8478621 , -0.08573341 , 0.001705902 , 0.0005972445 , 0.00165941 , -0.0004541919 , 0.0008475865 , 0.0006866524 , 0.0005936682 , 0.0003844538 , -0.004234356 , 0.9390063 , 18.74644 , 358.3363 , 275.2754 , 276.5013 , ]
Idx 7 : [ -0.1493386 , -0.8464794 , -0.02249908 , 0.1213648 , -0.8478583 , -0.08560181 , -0.0003719367 , -0.0006312195 , -0.0008583155 , 0.003082783 , -0.000693805 , 0.0006294313 , 0.001587884 , -0.0008082471 , -0.00331882 , 0.9390593 , 18.74633 , 358.3358 , 275.2523 , 276.5157 , ]
Idx 8 : [ -0.1494169 , -0.8464766 , -0.02244568 , 0.1213217 , -0.8478483 , -0.08557129 , 0.0001984854 , -0.0007778484 , -0.0004577682 , 0.00125171 , -0.0005632695 , -0.001144421 , 0.002546336 , -0.0008618918 , -0.002059957 , 0.9391441 , 18.74627 , 358.3356 , 275.2335 , 276.5341 , ]
Idx 9 : [ -0.1494502 , -0.8464928 , -0.02228165 , 0.1211834 , -0.8478795 , -0.08540154 , 0.001618282 , 0.001298202 , 0.002861052 , -0.001530663 , 0.0008475865 , 0.003032715 , 0.002617862 , 0.001782793 , -0.002059957 , 0.9392314 , 18.7462 , 358.3363 , 275.2283 , 276.5341 , ]
