[6/17/2022 10:33:46 PM]
Idx 0 : [ -0.1368415 , 0.08593208 , -0.1040859 , 0.1182883 , 0.08409911 , -0.1251011 , 24.065 , 2.577988 , 560.5831 , 31.71897 , 2.522999 , 559.9526 , 28.17028 , 27.95252 , 562.4207 , 0.939 , 18.74717 , 358.2139 , 266.1638 , 277.5936 , ]
Idx 1 : [ -0.1368435 , 0.08592266 , -0.1040974 , 0.118296 , 0.08410519 , -0.1251793 , -6.079735E-05 , -0.0002825288 , -0.0003433262 , 0.0002324604 , 0.000182392 , -0.002346062 , -0.00413422 , 0.0006294313 , -0.003032715 , 0.9388622 , 18.74707 , 358.2202 , 266.2134 , 277.5912 , ]
Idx 2 : [ -0.1368487 , 0.08590752 , -0.1041775 , 0.1183017 , 0.0841018 , -0.1252594 , -0.0001555697 , -0.0004541919 , -0.002403283 , 0.0001716631 , -0.000101925 , -0.002403283 , -0.009638168 , 0.001221311 , -0.006408756 , 0.9385409 , 18.74685 , 358.2372 , 266.3282 , 277.5855 , ]
Idx 3 : [ -0.1368533 , 0.08589458 , -0.1042328 , 0.1183056 , 0.08409303 , -0.1253166 , -0.0001394763 , -0.0003880301 , -0.00165941 , 0.0001144421 , -0.0002628591 , -0.001716631 , -0.009116026 , 0.001151573 , -0.008583155 , 0.9382371 , 18.74657 , 358.2565 , 266.4764 , 277.5786 , ]
Idx 4 : [ -0.1368585 , 0.08587933 , -0.1042194 , 0.1183101 , 0.08407652 , -0.1253052 , -0.0001537815 , -0.0004577682 , 0.0004005472 , 0.0001358999 , -0.0004953195 , 0.0003433262 , -0.00903377 , 0.001176607 , -0.01150143 , 0.9379359 , 18.74619 , 358.2766 , 266.6619 , 277.5703 , ]
Idx 5 : [ -0.1368618 , 0.08586586 , -0.104229 , 0.1183115 , 0.08406383 , -0.1253185 , -0.0001001368 , -0.0004041235 , -0.0002861051 , 4.291577E-05 , -0.0003808775 , -0.0004005472 , -0.00923762 , 0.001128327 , -0.01281751 , 0.937628 , 18.74576 , 358.2967 , 266.8618 , 277.5552 , ]
Idx 6 : [ -0.1368679 , 0.08584917 , -0.1042385 , 0.1183114 , 0.08405483 , -0.1253281 , -0.000182392 , -0.000500684 , -0.0002861051 , -3.576314E-06 , -0.0002700117 , -0.0002861051 , -0.008486594 , 0.0009316299 , -0.01264585 , 0.9373451 , 18.74534 , 358.3173 , 267.0514 , 277.5379 , ]
Idx 7 : [ -0.1368724 , 0.08583099 , -0.1042461 , 0.1183085 , 0.08404821 , -0.1253376 , -0.0001358999 , -0.000545388 , -0.0002288841 , -8.583155E-05 , -0.0001984854 , -0.0002861051 , -0.006902287 , 0.0008833497 , -0.01218808 , 0.9371151 , 18.74493 , 358.3395 , 267.217 , 277.5182 , ]
Idx 8 : [ -0.1368786 , 0.08581465 , -0.1042519 , 0.1183066 , 0.08404225 , -0.1253548 , -0.0001859684 , -0.0004899551 , -0.0001716631 , -5.722103E-05 , -0.0001788157 , -0.0005149893 , -0.006126227 , 0.00113548 , -0.01258863 , 0.9369109 , 18.74451 , 358.3622 , 267.3596 , 277.4918 , ]
Idx 9 : [ -0.1368828 , 0.08579898 , -0.1042519 , 0.1183057 , 0.08403319 , -0.125351 , -0.000125171 , -0.0004702854 , 0 , -2.861052E-05 , -0.0002717999 , 0.0001144421 , -0.005697069 , 0.001371517 , -0.01356138 , 0.936721 , 18.74406 , 358.384 , 267.4686 , 277.4511 , ]
