[6/7/2022 12:30:22 AM]
Idx 0 : [ 0.105485 , 0.07437837 , 0.03144932 , -0.1054851 , 0.07437736 , 0.03145027 , 24.92425 , 11.31892 , 775.812 , 14.37575 , 11.31887 , 775.8121 , 19.65 , 54.18707 , 776.3811 , 0.393 , 15.52762 , 0 , 270 , ]
Idx 1 : [ 0.105485 , 0.07437837 , 0.03144932 , -0.1054851 , 0.07437736 , 0.03145027 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.393 , 15.52762 , 0 , 270 , ]
Idx 2 : [ 1.881581 , 0.07176554 , 5.21101 , 1.624347 , 0.07249326 , 5.221882 , 5.328289 , -0.007838488 , 15.53868 , 5.189496 , -0.005652308 , 15.57129 , 5.201715 , -0.03677738 , 15.41923 , 2.126905 , 20.66737 , 0.3853588 , 261.7353 , ]
Idx 3 : [ 1.881781 , 0.07174367 , 5.210615 , 1.624476 , 0.07243651 , 5.221399 , 0.01028366 , -0.00112862 , -0.02037051 , 0.00667946 , -0.002927645 , -0.02489729 , -0.004575984 , -0.001100942 , -0.005806087 , 2.126816 , 20.66725 , 0.3757417 , 261.7292 , ]
Idx 4 : [ 1.881971 , 0.07171029 , 5.210196 , 1.624627 , 0.07238245 , 5.221024 , 0.005386028 , -0.0009425548 , -0.01184926 , 0.004248229 , -0.001526602 , -0.01061047 , -0.002517968 , -0.0006025619 , -0.003177756 , 2.126727 , 20.66714 , 0.3655662 , 261.7104 , ]
Idx 5 : [ 1.882133 , 0.07167482 , 5.209793 , 1.624777 , 0.07233018 , 5.220713 , 0.004229199 , -0.0009306114 , -0.01056048 , 0.003935157 , -0.001371674 , -0.008158099 , -0.00232731 , -0.0005599309 , -0.003002981 , 2.126638 , 20.66703 , 0.3551038 , 261.6856 , ]
Idx 6 : [ 1.882175 , 0.07161248 , 5.209282 , 1.624803 , 0.07230121 , 5.220608 , 0.001019096 , -0.001514168 , -0.01241444 , 0.0006369348 , -0.0007035234 , -0.002547739 , -0.002165578 , -0.0005182333 , -0.002686707 , 2.126549 , 20.66692 , 0.3537138 , 261.6603 , ]
Idx 7 : [ 1.8822 , 0.07155412 , 5.208843 , 1.624812 , 0.0722729 , 5.220482 , 0.0004650914 , -0.001073878 , -0.008073285 , 0.0001667309 , -0.000521034 , -0.002316682 , -0.001632208 , -0.0003926951 , -0.002106074 , 2.126461 , 20.6668 , 0.3525032 , 261.6389 , ]
Idx 8 : [ 1.882169 , 0.07154614 , 5.208731 , 1.624785 , 0.0722332 , 5.220085 , -0.0009339599 , -0.0002388371 , -0.003365107 , -0.000812759 , -0.001187056 , -0.01186343 , -0.00266642 , -0.0006380871 , -0.003365107 , 2.126371 , 20.66669 , 0.3522522 , 261.6401 , ]
Idx 9 : [ 1.882137 , 0.07153809 , 5.208618 , 1.624732 , 0.07221651 , 5.220007 , -0.0007746104 , -0.0001995657 , -0.002790963 , -0.001318612 , -0.000413914 , -0.001939483 , -0.002199657 , -0.0005292186 , -0.002790963 , 2.126283 , 20.66658 , 0.3520114 , 261.6413 , ]
Idx 10 : [ 1.882108 , 0.07153016 , 5.208508 , 1.624717 , 0.07220209 , 5.219933 , -0.0006830767 , -0.0001831637 , -0.002556029 , -0.0003415384 , -0.0003332754 , -0.001718709 , -0.002060248 , -0.0004902728 , -0.002644168 , 2.126194 , 20.66646 , 0.3517587 , 261.6425 , ]
Idx 11 : [ 1.882068 , 0.07153285 , 5.208498 , 1.624692 , 0.07218349 , 5.219553 , -0.0009799582 , 6.56222E-05 , -0.0002333234 , -0.0006183069 , -0.0004549806 , -0.00928627 , -0.002169907 , -0.000522061 , -0.002753216 , 2.126105 , 20.66635 , 0.3525305 , 261.6686 , ]
Idx 12 : [ 1.882028 , 0.07153481 , 5.208427 , 1.624622 , 0.07219034 , 5.219482 , -0.001144622 , 5.688634E-05 , -0.002041013 , -0.002020327 , 0.0001982403 , -0.002041013 , -0.002571952 , -0.0006171306 , -0.003254588 , 2.126016 , 20.66624 , 0.3536353 , 261.703 , ]
Idx 13 : [ 1.882014 , 0.07153636 , 5.20829 , 1.624546 , 0.07220232 , 5.219427 , -0.0003252619 , 3.52367E-05 , -0.003122514 , -0.001718467 , 0.0002724068 , -0.001257679 , -0.002022045 , -0.0004851823 , -0.002602095 , 2.125927 , 20.66612 , 0.3549057 , 261.7421 , ]
Idx 14 : [ 1.882034 , 0.07153875 , 5.208126 , 1.624499 , 0.07221347 , 5.21936 , 0.0004260835 , 5.072423E-05 , -0.003489827 , -0.001009412 , 0.0002371358 , -0.001420278 , -0.001897086 , -0.0004539818 , -0.002394184 , 2.125838 , 20.66601 , 0.3561301 , 261.7806 , ]
Idx 15 : [ 1.882045 , 0.07155514 , 5.207979 , 1.624494 , 0.0722208 , 5.219299 , 0.0001959326 , 0.0002806327 , -0.002514469 , -7.755667E-05 , 0.0001255193 , -0.001044974 , -0.001518478 , -0.0003653327 , -0.001926671 , 2.125749 , 20.6659 , 0.3569856 , 261.8102 , ]
