[7/18/2022 2:03:10 AM]
Idx 0 : [ 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , ]
Idx 1 : [ -0.1645668 , -0.8412644 , -0.03184128 , 0.1636643 , -0.8427683 , -0.01789665 , 1.430526E-05 , 0 , 0 , 7.152629E-06 , -1.072894E-05 , 5.722103E-05 , 3.218683E-05 , 0 , -5.722103E-05 , 0.9390012 , 18.74717 , 0.7950886 , 265.6029 , 267.2318 , 0.003509539 , -45.51077 , ]
Idx 2 : [ -0.164688 , -0.8412632 , -0.03140831 , 0.1633394 , -0.8428208 , -0.01744652 , 0.003456508 , 3.576314E-05 , -0.0008583155 , -0.002657202 , -0.001573578 , -0.0003433262 , 0.007091831 , 0 , -0.01384749 , 0.9392376 , 18.74671 , 0.7885634 , 265.511 , 267.2041 , 0.004372384 , -42.38799 , ]
Idx 3 : [ -0.164874 , -0.8412834 , -0.0310173 , 0.163125 , -0.8429023 , -0.01703644 , 0.0007134748 , -0.0006043972 , -0.001258863 , -0.0001358999 , -0.002446199 , -0.0006866524 , 0.006294313 , 0 , -0.01298917 , 0.9394474 , 18.74627 , 0.7810187 , 265.4208 , 267.1637 , 0.005223562 , -40.89279 , ]
Idx 4 : [ -0.1651281 , -0.8413133 , -0.03063202 , 0.1629195 , -0.8430311 , -0.01668167 , -0.001847166 , -0.0008976549 , -5.722103E-05 , -0.0003898183 , -0.003864208 , -0.0009727575 , 0.005775748 , 0 , -0.01161587 , 0.9396399 , 18.74589 , 0.7719918 , 265.3235 , 267.1111 , 0.006044162 , -40.22726 , ]
Idx 5 : [ -0.1653234 , -0.8413581 , -0.03026009 , 0.1627213 , -0.843173 , -0.01637077 , -0.0003629959 , -0.001342906 , 0.0009155365 , -0.0004506156 , -0.004257602 , -0.0009155365 , 0.005495007 , 0 , -0.01024256 , 0.9398231 , 18.74554 , 0.7660713 , 265.226 , 267.0497 , 0.00683345 , -39.8083 , ]
Idx 6 : [ -0.1654557 , -0.8414205 , -0.02992249 , 0.1625183 , -0.8432837 , -0.01608658 , 0.00188293 , -0.001872201 , 0.001201642 , -0.0002396131 , -0.003320608 , -0.0004005472 , 0.005852639 , 0 , -0.008926481 , 0.9400182 , 18.74525 , 0.7688701 , 265.1371 , 266.9911 , 0.007591281 , -39.59601 , ]
Idx 7 : [ -0.1656229 , -0.8414588 , -0.02964592 , 0.1623045 , -0.8433596 , -0.01582146 , 0.001301778 , -0.001149785 , 0.0001716631 , -9.298418E-05 , -0.002278112 , -0.0001716631 , 0.006319348 , 0 , -0.008125386 , 0.9402288 , 18.74498 , 0.7736876 , 265.06 , 266.9461 , 0.008327919 , -39.40465 , ]
Idx 8 : [ -0.165769 , -0.8414605 , -0.02950096 , 0.1621147 , -0.8433961 , -0.01556015 , 0.00129105 , -5.00684E-05 , -0.003490483 , -2.145789E-05 , -0.001092564 , 0 , 0.005672035 , 0 , -0.007839281 , 0.9404179 , 18.74471 , 0.7759981 , 265.0017 , 266.914 , 0.009029713 , -38.93596 , ]
Idx 9 : [ -0.1658731 , -0.8414411 , -0.02936363 , 0.1619765 , -0.8433988 , -0.01531219 , 0.001055013 , 0.0005811511 , -0.003204378 , 2.861052E-05 , -8.225523E-05 , 0.0001144421 , 0.004177135 , 0 , -0.007324292 , 0.9405571 , 18.74447 , 0.776256 , 264.9765 , 266.8851 , 0.009665002 , -38.27322 , ]
Idx 10 : [ -0.1659557 , -0.8414403 , -0.02909279 , 0.1618909 , -0.8433933 , -0.01512527 , 0.0001949091 , 2.324604E-05 , 0.00280383 , 0.0001072894 , 0.0001645105 , 0.0002861051 , 0.002673295 , 0 , -0.005321556 , 0.9406462 , 18.74429 , 0.7790361 , 264.9854 , 266.8544 , 0.01019953 , -37.78325 , ]
Idx 11 : [ -0.1660062 , -0.8414735 , -0.02890778 , 0.1618478 , -0.8434024 , -0.01501846 , -4.470393E-05 , -0.0009942154 , 0.00274661 , 0.0001788157 , -0.0002735881 , 0.0004005472 , 0.001471653 , 0 , -0.00280383 , 0.9406953 , 18.7442 , 0.786357 , 265.0159 , 266.8239 , 0.01067375 , -37.48775 , ]
Idx 12 : [ -0.1660128 , -0.8415246 , -0.02884293 , 0.1618496 , -0.8434253 , -0.01498032 , -0.0001394763 , -0.001534239 , 0.001258863 , 0.0001108657 , -0.0006848642 , 0.0004577682 , 5.722103E-05 , 0 , -0.0006866524 , 0.9406972 , 18.74418 , 0.7929744 , 265.0471 , 266.7986 , 0.01112786 , -37.24353 , ]
Idx 13 : [ -0.1659657 , -0.8415706 , -0.02885628 , 0.1619046 , -0.8434448 , -0.01498413 , -0.0001573578 , -0.001378669 , 0.0004005472 , 8.225523E-05 , -0.0005847274 , 0.0006866524 , -0.001568214 , 0 , 0.0008010945 , 0.9406449 , 18.7442 , 0.7913299 , 265.0697 , 266.7774 , 0.0115788 , -36.92285 , ]
Idx 14 : [ -0.1658847 , -0.8416029 , -0.02888489 , 0.1620012 , -0.8434511 , -0.01501656 , -0.000386242 , -0.0009709694 , 0.001029979 , 7.867892E-05 , -0.0001895447 , 0.0009155365 , -0.002818136 , 0 , 0.001888294 , 0.940551 , 18.74427 , 0.7780747 , 265.0746 , 266.7578 , 0.01202435 , -36.60999 , ]
Idx 15 : [ -0.1657591 , -0.8416114 , -0.02909088 , 0.1621503 , -0.84343 , -0.01506424 , -8.583155E-05 , -0.0002557065 , -0.003833809 , 0.0006187024 , 0.0006312195 , 0.0009155365 , -0.003853479 , 0 , 0.002346062 , 0.9404225 , 18.74434 , 0.7536784 , 265.0567 , 266.7419 , 0.0124733 , -36.25664 , ]
Idx 16 : [ -0.1656089 , -0.841601 , -0.02944183 , 0.1623187 , -0.8433776 , -0.015131 , 3.576314E-05 , 0.0003147157 , -0.007667618 , 0.0005829392 , 0.001573578 , 0.0008583155 , -0.004470393 , 0 , 0.002861052 , 0.9402735 , 18.74444 , 0.7271393 , 265.0185 , 266.73 , 0.01292464 , -35.82918 , ]
Idx 17 : [ -0.1654602 , -0.8415865 , -0.02949905 , 0.1625125 , -0.8432986 , -0.01524544 , -0.0009012313 , 0.0004345222 , 0.002632167 , 0.0004541919 , 0.002371097 , 0.0009155365 , -0.005360895 , 0 , 0.004348798 , 0.9400948 , 18.74459 , 0.7028919 , 264.9713 , 266.7165 , 0.01333137 , -35.38086 , ]
