[7/18/2022 2:02:43 AM]
Idx 0 : [ 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , ]
Idx 1 : [ -0.1207118 , -0.8489066 , -0.04075241 , 0.1325197 , -0.849469 , -0.03583717 , -0.0001162302 , 3.933946E-05 , -5.722103E-05 , 0.0004863788 , 0.000148417 , 0.0004005472 , 0.0002646473 , 0 , 0.0006866524 , 0.939009 , 18.74719 , 358.869 , 263.0789 , 276.4214 , 0.003726502 , -23.37119 , ]
Idx 2 : [ -0.1207787 , -0.8489 , -0.04088211 , 0.1325704 , -0.8494367 , -0.03593254 , -0.0005543287 , 0.0001984854 , -0.0001144421 , 0.002971917 , 0.0009691812 , 0.0009155365 , 0.001451984 , 0 , 0.003776588 , 0.9390574 , 18.74732 , 358.8718 , 263.0501 , 276.4187 , 0.003690428 , -25.38901 , ]
Idx 3 : [ -0.1208191 , -0.8488939 , -0.04100227 , 0.1326134 , -0.8494076 , -0.036026 , -0.0004971077 , 0.0001806039 , -0.0001144421 , 0.002006312 , 0.0008744089 , 0.0006866524 , 0.0007152629 , 0 , 0.003490483 , 0.9390812 , 18.74743 , 358.8739 , 263.0253 , 276.4132 , 0.003619889 , -27.01994 , ]
Idx 4 : [ -0.1208374 , -0.8488888 , -0.04111862 , 0.1326436 , -0.8493825 , -0.03610802 , -0.0003129275 , 0.0001537815 , -0.0001716631 , 0.001140844 , 0.000751026 , 0.0008583155 , 0.0002360368 , 0 , 0.00331882 , 0.9390891 , 18.74755 , 358.8755 , 263.0018 , 276.4055 , 0.003527621 , -28.06993 , ]
Idx 5 : [ -0.1207957 , -0.8488848 , -0.04122734 , 0.132702 , -0.8493601 , -0.03619385 , 0.001165878 , 0.0001198065 , -0.0001716631 , 0.001666563 , 0.0006723471 , 0.0005149893 , -8.583155E-05 , 0 , 0.003089936 , 0.9390862 , 18.74765 , 358.8768 , 262.9791 , 276.3958 , 0.003398833 , -29.19142 , ]
Idx 6 : [ -0.1207376 , -0.8488826 , -0.04133034 , 0.1327645 , -0.8493392 , -0.03628731 , 0.001292838 , 6.794997E-05 , -5.722103E-05 , 0.001423373 , 0.0006258551 , 0.0002288841 , -0.0004506156 , 0 , 0.003032715 , 0.9390712 , 18.74775 , 358.8776 , 262.9564 , 276.3827 , 0.003206237 , -30.79778 , ]
Idx 7 : [ -0.1206717 , -0.8488816 , -0.04143143 , 0.132823 , -0.8493191 , -0.03638458 , 0.001080047 , 2.861052E-05 , -5.722103E-05 , 0.0008618918 , 0.0006043972 , 5.722103E-05 , -0.0008940786 , 0 , 0.002975494 , 0.9390414 , 18.74785 , 358.8781 , 262.9332 , 276.3664 , 0.002965247 , -32.61258 , ]
Idx 8 : [ -0.1206138 , -0.8488808 , -0.04153824 , 0.1328709 , -0.8493013 , -0.03648186 , 0.0002878933 , 2.324604E-05 , -0.0001144421 , -1.430526E-05 , 0.000534659 , 0.0001716631 , -0.001451984 , 0 , 0.003089936 , 0.938993 , 18.74795 , 358.8783 , 262.9095 , 276.3476 , 0.002710257 , -34.89302 , ]
Idx 9 : [ -0.1205322 , -0.8488826 , -0.04164124 , 0.1329277 , -0.8492867 , -0.03657913 , 0.0009799101 , -5.185656E-05 , 5.722103E-05 , 0.0002360368 , 0.0004380985 , 0.0002288841 , -0.001466289 , 0 , 0.003147157 , 0.9389441 , 18.74806 , 358.8789 , 262.8807 , 276.3273 , 0.002473184 , -38.0135 , ]
Idx 10 : [ -0.1204277 , -0.8488874 , -0.04173851 , 0.132988 , -0.849274 , -0.03668976 , 0.001512781 , -0.0001448407 , 0.0004577682 , 0.0001859684 , 0.0003790893 , 5.722103E-05 , -0.001623647 , 0 , 0.003376041 , 0.93889 , 18.74817 , 358.8797 , 262.8476 , 276.3056 , 0.002260667 , -42.30002 , ]
Idx 11 : [ -0.1203774 , -0.8488842 , -0.04183769 , 0.1330436 , -0.8492713 , -0.0368042 , -0.0003165038 , 9.656049E-05 , 0.0005722103 , -0.0001537815 , 8.225523E-05 , 0.0001144421 , -0.00182392 , 0 , 0.003547704 , 0.9388292 , 18.74829 , 358.876 , 262.811 , 276.283 , 0.002093257 , -48.34984 , ]
Idx 12 : [ -0.1203286 , -0.8488762 , -0.04194641 , 0.1331095 , -0.8492677 , -0.03692055 , -0.0006955932 , 0.0002396131 , 0.0003433262 , -0.0001859684 , 0.0001072894 , 0.0001144421 , -0.002160094 , 0 , 0.003604925 , 0.9387572 , 18.74841 , 358.8723 , 262.7719 , 276.2571 , 0.001976575 , -57.00424 , ]
Idx 13 : [ -0.1202426 , -0.84886 , -0.04204941 , 0.1331785 , -0.849261 , -0.0370369 , 0.0003272328 , 0.0004863788 , 0.0004005472 , -0.000182392 , 0.0002020618 , 0 , -0.002253078 , 0 , 0.003490483 , 0.9386821 , 18.74852 , 358.8704 , 262.7314 , 276.2251 , 0.001942734 , -66.58516 , ]
