[6/17/2022 10:57:51 PM]
Idx 0 : [ -0.1206991 , 0.08283341 , -0.08355904 , 0.1325123 , 0.08226734 , -0.07865906 , 24.54927 , 2.485027 , 561.1989 , 32.14569 , 2.468045 , 561.3459 , 28.17028 , 27.95252 , 562.4207 , 0.939 , 18.74717 , 358.8685 , 263.0833 , 276.4213 , ]
Idx 1 : [ -0.120703 , 0.08283228 , -0.08356094 , 0.1325284 , 0.08226985 , -0.07864571 , -0.0001162302 , -3.397499E-05 , -5.722103E-05 , 0.0004828025 , 7.51026E-05 , 0.0004005472 , 0.0002646473 , -7.331445E-05 , 0.0006866524 , 0.9390088 , 18.74719 , 358.869 , 263.0789 , 276.4214 , ]
Idx 2 : [ -0.1207215 , 0.08282715 , -0.08356476 , 0.1326276 , 0.08229041 , -0.07861519 , -0.0005543287 , -0.0001537815 , -0.0001144421 , 0.002975494 , 0.0006169142 , 0.0009155365 , 0.001451984 , -0.000352267 , 0.003776588 , 0.9390572 , 18.74732 , 358.8718 , 263.0501 , 276.4187 , ]
Idx 3 : [ -0.120738 , 0.0828228 , -0.08356857 , 0.1326944 , 0.08230919 , -0.0785923 , -0.0004971077 , -0.0001305355 , -0.0001144421 , 0.002002736 , 0.0005632695 , 0.0006866524 , 0.0007152629 , -0.0003111394 , 0.003490483 , 0.9390811 , 18.74743 , 358.8739 , 263.0253 , 276.4132 , ]
Idx 4 : [ -0.1207485 , 0.08281785 , -0.0835743 , 0.1327325 , 0.08232415 , -0.07856369 , -0.0003129275 , -0.000148417 , -0.0001716631 , 0.001144421 , 0.0004488275 , 0.0008583155 , 0.0002360368 , -0.0003021986 , 0.00331882 , 0.9390889 , 18.74755 , 358.8755 , 263.0018 , 276.4055 , ]
Idx 5 : [ -0.1207096 , 0.08281201 , -0.08358002 , 0.1327881 , 0.08233672 , -0.07854652 , 0.001165878 , -0.0001752394 , -0.0001716631 , 0.001666563 , 0.0003773012 , 0.0005149893 , -8.583155E-05 , -0.0002950459 , 0.003089936 , 0.9390861 , 18.74765 , 358.8768 , 262.9791 , 276.3958 , ]
Idx 6 : [ -0.1206665 , 0.08280671 , -0.08358192 , 0.1328355 , 0.08235002 , -0.07853889 , 0.001292838 , -0.000159146 , -5.722103E-05 , 0.001423373 , 0.0003987591 , 0.0002288841 , -0.0004506156 , -0.000227096 , 0.003032715 , 0.9390711 , 18.74775 , 358.8776 , 262.9564 , 276.3827 , ]
Idx 7 : [ -0.1206305 , 0.08280104 , -0.08358383 , 0.1328641 , 0.08236355 , -0.07853699 , 0.001080047 , -0.0001698749 , -5.722103E-05 , 0.0008583155 , 0.0004059117 , 5.722103E-05 , -0.0008940786 , -0.0001984854 , 0.002975494 , 0.9390413 , 18.74785 , 358.8781 , 262.9332 , 276.3664 , ]
Idx 8 : [ -0.1206209 , 0.08279616 , -0.08358765 , 0.1328639 , 0.08237571 , -0.07853127 , 0.0002878933 , -0.0001466289 , -0.0001144421 , -7.152629E-06 , 0.0003647841 , 0.0001716631 , -0.001451984 , -0.0001698749 , 0.003089936 , 0.9389929 , 18.74795 , 358.8783 , 262.9095 , 276.3476 , ]
Idx 9 : [ -0.1205882 , 0.08279121 , -0.08358574 , 0.1328717 , 0.08238709 , -0.07852364 , 0.0009799101 , -0.000148417 , 5.722103E-05 , 0.0002360368 , 0.000341538 , 0.0002288841 , -0.001466289 , -9.656049E-05 , 0.003147157 , 0.938944 , 18.74806 , 358.8789 , 262.8807 , 276.3273 , ]
