[6/19/2022 10:41:51 PM]
Idx 0 : [ -0.1238103 , 0.08020461 , -0.09028244 , 0.1380233 , 0.08313864 , -0.0929718 , 24.45594 , 2.406162 , 560.9972 , 32.31102 , 2.494184 , 560.9165 , 28.17028 , 27.95252 , 562.4207 , 0.939 , 18.74717 , 359.6327 , 271.3227 , 268.294 , ]
Idx 1 : [ -0.1238208 , 0.0802384 , -0.090271 , 0.1380154 , 0.08315229 , -0.09295464 , -0.0003147157 , 0.001013885 , 0.0003433262 , -0.0002360368 , 0.000409488 , 0.0005149893 , -0.006158413 , -0.002326393 , 0.01493469 , 0.9387947 , 18.74767 , 359.6263 , 271.2575 , 268.3275 , ]
Idx 2 : [ -0.1238282 , 0.08025205 , -0.09025192 , 0.1380037 , 0.08317858 , -0.09292984 , -0.0002235197 , 0.000409488 , 0.0005722103 , -0.0003504788 , 0.0007885774 , 0.0007438734 , -0.01097213 , -0.003957192 , 0.02437616 , 0.938429 , 18.74848 , 359.5984 , 271.1554 , 268.3673 , ]
Idx 3 : [ -0.1238307 , 0.08022141 , -0.09024048 , 0.1379942 , 0.08320886 , -0.09292221 , -7.51026E-05 , -0.0009191128 , 0.0003433262 , -0.0002861051 , 0.0009083839 , 0.0002288841 , -0.01110088 , -0.00325087 , 0.02071401 , 0.938059 , 18.74917 , 359.5523 , 271.055 , 268.3691 , ]
Idx 4 : [ -0.1238307 , 0.08019501 , -0.09022522 , 0.1379873 , 0.08323598 , -0.0929203 , 1.788157E-06 , -0.0007921536 , 0.0004577682 , -0.0002074262 , 0.0008136116 , 5.722103E-05 , -0.009663202 , -0.001657622 , 0.01556412 , 0.9377369 , 18.74969 , 359.5098 , 270.9312 , 268.3403 , ]
Idx 5 : [ -0.1238266 , 0.08021265 , -0.09020424 , 0.1379839 , 0.08325523 , -0.09292412 , 0.0001233829 , 0.0005292945 , 0.0006294313 , -0.0001001368 , 0.0005775748 , -0.0001144421 , -0.007553176 , 3.576314E-06 , 0.01201642 , 0.9374851 , 18.75009 , 359.492 , 270.7892 , 268.3156 , ]
Idx 6 : [ -0.1238198 , 0.08026534 , -0.09018135 , 0.1379817 , 0.08326936 , -0.09292221 , 0.0002038499 , 0.001580731 , 0.0006866524 , -6.794997E-05 , 0.0004237933 , 5.722103E-05 , -0.006065429 , 0.0007724839 , 0.01018534 , 0.9372829 , 18.75043 , 359.4971 , 270.6823 , 268.31 , ]
Idx 7 : [ -0.1237839 , 0.08029926 , -0.090168 , 0.137984 , 0.08327931 , -0.09290695 , 0.001074682 , 0.001017461 , 0.0004005472 , 7.152629E-05 , 0.0002986223 , 0.0004577682 , -0.005457456 , 0.0001233829 , 0.007896503 , 0.937101 , 18.75069 , 359.5098 , 270.6685 , 268.307 , ]
Idx 8 : [ -0.1238039 , 0.08030641 , -0.09016609 , 0.137988 , 0.08328789 , -0.09288216 , -0.0005972445 , 0.0002145789 , 5.722103E-05 , 0.0001180184 , 0.0002574947 , 0.0007438734 , -0.004828025 , -0.0006294313 , 0.006122651 , 0.9369401 , 18.7509 , 359.5182 , 270.7428 , 268.3002 , ]
Idx 9 : [ -0.1238221 , 0.08029443 , -0.09016609 , 0.1379868 , 0.08329773 , -0.0928688 , -0.0005471761 , -0.0003594196 , 0 , -3.576314E-05 , 0.0002950459 , 0.0004005472 , -0.003776588 , -0.0008851378 , 0.005950987 , 0.9368142 , 18.75109 , 359.5261 , 270.8437 , 268.3008 , ]
Idx 10 : [ -0.1237968 , 0.0802815 , -0.09016991 , 0.1380024 , 0.08330506 , -0.09286118 , 0.0007581786 , -0.0003880301 , -0.0001144421 , 0.0004684972 , 0.0002199433 , 0.0002288841 , -0.002760915 , -0.0008064589 , 0.006008208 , 0.9367222 , 18.7513 , 359.5362 , 270.9018 , 268.313 , ]
Idx 11 : [ -0.1237984 , 0.08027864 , -0.09017563 , 0.1379915 , 0.08330685 , -0.09285545 , -4.828025E-05 , -8.583155E-05 , -0.0001716631 , -0.0003254446 , 5.364472E-05 , 0.0001716631 , -0.002045652 , -0.0007546024 , 0.004692125 , 0.936654 , 18.75145 , 359.5453 , 270.8906 , 268.325 , ]
Idx 12 : [ -0.1238063 , 0.08027101 , -0.09018135 , 0.1379938 , 0.08330864 , -0.09285164 , -0.0002360368 , -0.0002288841 , -0.0001716631 , 6.794997E-05 , 5.364472E-05 , 0.0001144421 , -0.0009870628 , -0.0006866524 , 0.00280383 , 0.9366211 , 18.75154 , 359.5527 , 270.8326 , 268.3266 , ]
Idx 13 : [ -0.1238211 , 0.08024043 , -0.09018898 , 0.1379975 , 0.08331347 , -0.09285164 , -0.0004452511 , -0.0009173247 , -0.0002288841 , 0.0001108657 , 0.0001448407 , 0 , 0.0002431894 , -0.0003773012 , 0.001487747 , 0.9366292 , 18.75159 , 359.5602 , 270.7757 , 268.3118 , ]
Idx 14 : [ -0.123845 , 0.08019596 , -0.09019661 , 0.1380039 , 0.08331901 , -0.09285164 , -0.000717051 , -0.001333965 , -0.0002288841 , 0.000193121 , 0.0001662986 , 0 , 0.0002288841 , 0.0001001368 , 0.0009155365 , 0.9366368 , 18.75163 , 359.567 , 270.7514 , 268.2818 , ]
Idx 15 : [ -0.1238706 , 0.08016735 , -0.09020424 , 0.1379262 , 0.08331424 , -0.09285355 , -0.0007671195 , -0.0008583155 , -0.0002288841 , -0.002331757 , -0.0001430526 , -5.722103E-05 , -0.001430526 , 0.000375513 , 0.0008010945 , 0.9365891 , 18.75165 , 359.5709 , 270.7635 , 268.251 , ]
Idx 16 : [ -0.1239149 , 0.08016986 , -0.09020996 , 0.137798 , 0.08329868 , -0.09285545 , -0.001328601 , 7.51026E-05 , -0.0001716631 , -0.003848114 , -0.000466709 , -5.722103E-05 , -0.003004104 , 0.0003343854 , 0.001144421 , 0.936489 , 18.75169 , 359.5737 , 270.7972 , 268.2402 , ]
Idx 17 : [ -0.1239709 , 0.0801838 , -0.09021378 , 0.137761 , 0.08328289 , -0.09285927 , -0.00167908 , 0.0004184288 , -0.0001144421 , -0.001108657 , -0.0004738617 , -0.0001144421 , -0.003361735 , -0.0003039867 , 0.001144421 , 0.9363769 , 18.75173 , 359.5759 , 270.8378 , 268.2524 , ]
Idx 18 : [ -0.1239764 , 0.08017778 , -0.0902195 , 0.1378622 , 0.08328241 , -0.0928669 , -0.0001662986 , -0.0001806039 , -0.0001716631 , 0.003036291 , -1.430526E-05 , -0.0002288841 , -0.002846746 , -0.001108657 , 0 , 0.936282 , 18.75173 , 359.5774 , 270.8772 , 268.2672 , ]
Idx 19 : [ -0.1239256 , 0.08014786 , -0.09022331 , 0.1379759 , 0.08329242 , -0.09287071 , 0.00152351 , -0.0008976549 , -0.0001144421 , 0.003411804 , 0.0003004104 , -0.0001144421 , -0.002110026 , -0.00115515 , -0.001373305 , 0.9362117 , 18.75168 , 359.578 , 270.904 , 268.2651 , ]
Idx 20 : [ -0.123877 , 0.08011639 , -0.09022903 , 0.1380031 , 0.08329725 , -0.09287643 , 0.001459136 , -0.000944147 , -0.0001716631 , 0.0008153997 , 0.0001448407 , -0.0001716631 , -0.0009512997 , -0.0004130643 , -0.00165941 , 0.93618 , 18.75163 , 359.5771 , 270.9052 , 268.2463 , ]
Idx 21 : [ -0.1237783 , 0.08009404 , -0.09023476 , 0.1379901 , 0.08329666 , -0.09288406 , 0.0029594 , -0.0006705589 , -0.0001716631 , -0.0003898183 , -1.788157E-05 , -0.0002288841 , 0.0002646473 , 6.25855E-05 , -0.0010872 , 0.9361888 , 18.75159 , 359.5727 , 270.8745 , 268.2219 , ]
Idx 22 : [ -0.1237223 , 0.08008099 , -0.09023476 , 0.1379744 , 0.08329517 , -0.09288597 , 0.001682656 , -0.0003916064 , 0 , -0.0004720735 , -4.470393E-05 , -5.722103E-05 , 0.001323236 , -0.0002431894 , 0.0005149893 , 0.9362329 , 18.75161 , 359.56 , 270.8169 , 268.2059 , ]
Idx 23 : [ -0.1237755 , 0.08007121 , -0.09023285 , 0.1379589 , 0.08329481 , -0.09288979 , -0.001596824 , -0.0002932578 , 5.722103E-05 , -0.0004649209 , -1.072894E-05 , -0.0001144421 , 0.002160094 , -0.0006777116 , 0.002861052 , 0.9363049 , 18.7517 , 359.5412 , 270.7484 , 268.204 , ]
Idx 24 : [ -0.1238474 , 0.08006305 , -0.09024048 , 0.1379153 , 0.08329183 , -0.09290314 , -0.002156518 , -0.0002449775 , -0.0002288841 , -0.001308931 , -8.940786E-05 , -0.0004005472 , 0.003089936 , -0.0007885774 , 0.005321556 , 0.9364079 , 18.75188 , 359.5255 , 270.6898 , 268.2114 , ]
Idx 25 : [ -0.1238255 , 0.0800671 , -0.09022713 , 0.1378976 , 0.08328271 , -0.09289742 , 0.0006562537 , 0.0001215947 , 0.0004005472 , -0.0005292945 , -0.0002735881 , 0.0001716631 , 0.003969709 , -0.0005382354 , 0.005893766 , 0.9365402 , 18.75208 , 359.5186 , 270.647 , 268.2167 , ]
Idx 26 : [ -0.1237711 , 0.08009994 , -0.09022141 , 0.1379205 , 0.08326817 , -0.09290504 , 0.001632588 , 0.0009852747 , 0.0001716631 , 0.0006866524 , -0.0004363104 , -0.0002288841 , 0.003833809 , 5.185656E-05 , 0.005435998 , 0.936668 , 18.75226 , 359.5189 , 270.6316 , 268.2067 , ]
